,mean cluster ratio,mean fractional difference,mean fractional importance,species count,zero-weighted difference,zero-weighted importance,reaction string,subsystem class,subsystem sub-class,subsystem,role
rxn09997,0.39502553833665244,0.11474793193537217,0.00926715676914328,14,0.0553955533481107,0.004473799819586411,H2O + AIR <=> 0.5 O2 + Phosphate + H+ + Glycolaldehyde + Toxopyrimidine,"['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems']","['Thiamine and thiamine pyrophosphate', '-', '-', 'Plant-Prokaryote DOE project', 'Plant-Prokaryote DOE project']","['Thiamin_biosynthesis', 'Iron-sulfur_experimental', 'YgfZ-Fe-S_clustering', 'COG2363', 'YgfZ-Fe-S']","['Hydroxymethylpyrimidine phosphate synthase ThiC', 'Hydroxymethylpyrimidine phosphate synthase ThiC', 'Hydroxymethylpyrimidine phosphate synthase ThiC', 'Hydroxymethylpyrimidine phosphate synthase ThiC', 'Hydroxymethylpyrimidine phosphate synthase ThiC']"
rxn02538,0.3951464199613586,0.28509185355761935,0.010481562325409153,3,0.029492260712857175,0.0010842995509043952,UDP-glucose + Saligenin <=> UDP + Salicin,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn12540,0.3951464199613586,0.28509185355761935,0.010481562325409153,3,0.029492260712857175,0.0010842995509043952,H+ + Salicin <=> H+ + Salicin,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn05593,0.3952527591586194,0.09813262491227477,0.009215507666579817,2,0.006767767235329294,0.0006355522528675736,H+ + L-Inositol <=> H+ + L-Inositol,"['Carbohydrates', 'Carbohydrates', 'Experimental Subsystems', 'Experimental Subsystems']","['Sugar alcohols', 'Sugar alcohols', '-', '-']","['Inositol_catabolism', 'Inositol_catabolism', 'Transporters_In_Models', 'Transporters_In_Models']","['Major myo-inositol transporter IolT', 'Minor myo-inositol transporter IolF', 'Major myo-inositol transporter IolT', 'Minor myo-inositol transporter IolF']"
rxn33927,0.3952527591586194,0.09813262491227477,0.009215507666579817,2,0.006767767235329294,0.0006355522528675736,H2O + D-glucose-6-phosphate <=> Phosphate + L-Inositol,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00424,0.3965645081562037,0.02623189353562437,0.002002128787769526,1,0.0009045480529525645,6.903892371619054e-05,Glyoxalate + L-Serine <=> Glycine + Hydroxypyruvate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01492,0.3965897079276773,0.0024368903150032467,0.0008711946691892489,2,0.00016806140103470667,6.008239097856889e-05,"ATP + D-fructose-1-phosphate <=> ADP + H+ + D-fructose-1,6-bisphosphate","['Carbohydrates', 'Carbohydrates', 'Carbohydrates']","['Di- and oligosaccharides', 'Monosaccharides', 'Monosaccharides']","['Lactose_and_Galactose_Uptake_and_Utilization', 'D-Tagatose_and_Galactitol_Utilization', 'Fructose_utilization']","['Tagatose-6-phosphate kinase (EC 2.7.1.144)', 'Tagatose-6-phosphate kinase (EC 2.7.1.144)', '1-phosphofructokinase (EC 2.7.1.56)']"
rxn12204,0.3978501606795033,0.053209255101643996,0.00392778084426747,4,0.007339207600226758,0.0005417628750713752,Glucose-1-phosphate <=> beta-D-Glucose 6-phosphate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00559,0.4001591793420588,0.0739790079455907,0.0033404180738327524,1,0.0025510002739858864,0.00011518683013216387,D-mannose-6-phosphate <=> D-fructose-6-phosphate,"['Carbohydrates', 'Carbohydrates', 'Cell Wall and Capsule']","['-', 'Monosaccharides', 'Capsular and extracellular polysacchrides']","['Sugar_utilization_in_Thermotogales', 'Mannose_Metabolism', 'Alginate_metabolism']","['Mannose-6-phosphate isomerase (EC 5.3.1.8)', 'Mannose-6-phosphate isomerase (EC 5.3.1.8)', 'Mannose-6-phosphate isomerase (EC 5.3.1.8)']"
rxn01990,0.4003310096194157,0.06766180803768441,0.0063507557487724265,9,0.020998492149626197,0.0019709241978948908,5-Dehydro-4-deoxy-D-glucarate <=> Pyruvate + Tartronate semialdehyde,"['Carbohydrates', 'Carbohydrates', 'Experimental Subsystems', 'Experimental Subsystems']","['Monosaccharides', 'Organic acids', '-', 'Monosaccharides']","['D-galactarate,_D-glucarate_and_D-glycerate_catabolism', 'Glycerate_metabolism', 'Glyoxylate-Hydroxypyruvate_Conversion', 'The_Tartronate_Semialdehyde_Hub']","['2-dehydro-3-deoxyglucarate aldolase (EC 4.1.2.20)', '2-dehydro-3-deoxyglucarate aldolase (EC 4.1.2.20)', '2-dehydro-3-deoxyglucarate aldolase (EC 4.1.2.20)', '2-dehydro-3-deoxyglucarate aldolase (EC 4.1.2.20)']"
rxn00213,0.40095700546842483,0.1835060434232576,0.06323678684681774,3,0.01898338380240596,0.006541736570360456,UTP + Glucose-1-phosphate <=> PPi + UDP-glucose,"['Carbohydrates', 'Cell Wall and Capsule', 'Clustering-based subsystems']","['Di- and oligosaccharides', 'Capsular and extracellular polysacchrides', ' Tartronate-semialdehyde related area (links to pyridoxine and aldorate metabolism)']","['Sucrose_Metabolism', 'Streptococcal_Hyaluronic_Acid_Capsule', 'CBSS-502800.3.peg.2785']","['UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)', 'UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)', 'UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)']"
rxn34424,0.4009905407233236,0.06015703115176442,0.004788511703428192,8,0.016595043076348806,0.0013209687457732943,O2 + 4.0 H+ + 4.0 Fe2+ <=> 2.0 H2O + 4.0 fe3,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00777,0.40226182988013226,0.1389576513853358,0.010552858986516154,7,0.03354150205852933,0.002547241824331485,ribose-5-phosphate <=> D-Ribulose5-phosphate,"['Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Clustering-based subsystems', 'Experimental Subsystems', 'Experimental Subsystems']","['CO2 fixation', 'CO2 fixation', 'Central carbohydrate metabolism', 'Central carbohydrate metabolism', 'Central carbohydrate metabolism', 'Central carbohydrate metabolism', 'Monosaccharides', 'Monosaccharides', '-', '-', '-']","['Calvin-Benson_cycle', 'Calvin-Benson_cycle', 'Dihydroxyacetone_kinases', 'Dihydroxyacetone_kinases', 'Pentose_phosphate_pathway', 'Pentose_phosphate_pathway', 'D-ribose_utilization', 'D-ribose_utilization', 'LMPTP_YwlE_cluster', 'CR_clusters_Euk_1', 'Sugar_catabolome_in_Shewanella_species']","['Ribose 5-phosphate isomerase A (EC 5.3.1.6)', 'Ribose 5-phosphate isomerase B (EC 5.3.1.6)', 'Ribose 5-phosphate isomerase A (EC 5.3.1.6)', 'Ribose 5-phosphate isomerase B (EC 5.3.1.6)', 'Ribose 5-phosphate isomerase A (EC 5.3.1.6)', 'Ribose 5-phosphate isomerase B (EC 5.3.1.6)', 'Ribose 5-phosphate isomerase A (EC 5.3.1.6)', 'Ribose 5-phosphate isomerase B (EC 5.3.1.6)', 'Ribose 5-phosphate isomerase B (EC 5.3.1.6)', 'Ribose 5-phosphate isomerase A (EC 5.3.1.6)', 'Ribose 5-phosphate isomerase A (EC 5.3.1.6)']"
rxn10153,0.4033252466602114,0.0058137963299749965,0.0005224040470179058,7,0.0014033301486146544,0.000126097528590529,2.0 H+ + L-Malate <=> 2.0 H+ + L-Malate,['Carbohydrates'],['Central carbohydrate metabolism'],"['Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP']","['Aerobic C4-dicarboxylate transporter for fumarate, L-malate, D-malate, succunate, aspartate']"
rxn05604,0.40406497128381597,0.013188820457821871,0.0005497697356554922,7,0.0031835083863707967,0.00013270303964098087,2.0 H+ + L-Malate + L-Lactate + Na+ <=> 2.0 H+ + L-Malate + L-Lactate + Na+,"['Carbohydrates', 'Experimental Subsystems']","['Central carbohydrate metabolism', '-']","['Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP', 'Transporters_In_Models']","['Malate Na(+) symporter', 'Malate Na(+) symporter']"
rxn15122,0.4043039472929741,0.19349078583557303,0.02284473009993356,3,0.020016288189886867,0.002363247941372437,NADH + H+ + beta D-Galactose <=> NAD + Dulcose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn09180,0.4044978372073616,0.18700147975372888,0.011898890085283036,9,0.05803494199253655,0.003692758991984391,3.0 Fumarate + ProtoporphyrinogenIX <=> 3.0 Succinate + Protoporphyrin,"['Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Experimental Subsystems']","['Tetrapyrroles', 'Tetrapyrroles', '-']","['Experimental_tye', 'Heme_and_Siroheme_Biosynthesis', 'Heme_temp_review']","['Protoporphyrinogen IX oxidase, oxygen-independent, HemG (EC 1.3.-.-)', 'Protoporphyrinogen IX oxidase, oxygen-independent, HemG (EC 1.3.-.-)', 'Protoporphyrinogen IX oxidase, oxygen-independent, HemG (EC 1.3.-.-)']"
rxn00432,0.40473087163195254,0.1198961294003767,0.0029490991360320252,11,0.04547784218634978,0.001118623810219044,O2 + Methanol <=> H2O2 + Formaldehyde,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00703,0.4051777945609497,0.02964173444019217,0.001245623531114424,4,0.00408851509519892,0.0001718101422226792,H2O + 2.0 Glucose-1-phosphate <=> 2.0 Phosphate + Maltose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn05647,0.40529480298659265,0.23961182970273032,0.00448992199916392,3,0.024787430658903136,0.00046447468956868144,Phosphoenolpyruvate + Salicin <=> Pyruvate + Salicin-6P,"['Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Membrane Transport', 'Membrane Transport', 'Membrane Transport', 'Membrane Transport', 'Membrane Transport', 'Membrane Transport', 'Regulation and Cell signaling']","['Di- and oligosaccharides', 'Di- and oligosaccharides', 'Di- and oligosaccharides', 'Sugar alcohols', 'Sugar alcohols', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'Sugar Phosphotransferase Systems, PTS', 'Sugar Phosphotransferase Systems, PTS', 'Sugar Phosphotransferase Systems, PTS', 'Sugar Phosphotransferase Systems, PTS', 'Sugar Phosphotransferase Systems, PTS', 'Sugar Phosphotransferase Systems, PTS', '-']","['Beta-Glucoside_Metabolism', 'Beta-Glucoside_Metabolism', 'Beta-Glucoside_Metabolism', 'Mannitol_Utilization', 'Mannitol_Utilization', 'PTS_uptake_system_scrtach', 'PTS_uptake_system_scrtach', 'PTS_uptake_system_scrtach', 'PTS_uptake_system_scrtach', 'PTS_uptake_system_scrtach', 'Sugar_catabolome_in_Shewanella_species', 'Sugar_catabolome_in_Shewanella_species', 'Transporters_In_Models', 'Transporters_In_Models', 'Transporters_In_Models', 'Transporters_In_Models', 'Transporters_In_Models', 'Fructose_and_Mannose_Inducible_PTS', 'Fructose_and_Mannose_Inducible_PTS', 'Galactose-inducible_PTS', 'Galactose-inducible_PTS', 'Sucrose-specific_PTS', 'Sucrose-specific_PTS', 'HPr_catabolite_repression_system']","['PTS system, beta-glucoside-specific IIA component (EC 2.7.1.69)', 'PTS system, beta-glucoside-specific IIB component (EC 2.7.1.69)', 'PTS system, beta-glucoside-specific IIC component (EC 2.7.1.69)', 'Phosphocarrier protein of PTS system', 'Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)', 'PTS system, beta-glucoside-specific IIA component (EC 2.7.1.69)', 'PTS system, beta-glucoside-specific IIB component (EC 2.7.1.69)', 'PTS system, beta-glucoside-specific IIC component (EC 2.7.1.69)', 'Phosphocarrier protein of PTS system', 'Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)', 'Phosphocarrier protein of PTS system', 'Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)', 'PTS system, beta-glucoside-specific IIA component (EC 2.7.1.69)', 'PTS system, beta-glucoside-specific IIB component (EC 2.7.1.69)', 'PTS system, beta-glucoside-specific IIC component (EC 2.7.1.69)', 'Phosphocarrier protein of PTS system', 'Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)', 'Phosphocarrier protein of PTS system', 'Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)', 'Phosphocarrier protein of PTS system', 'Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)', 'Phosphocarrier protein of PTS system', 'Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)', 'Phosphocarrier protein of PTS system']"
rxn05035,0.4057507987220449,0.002181455907107769,0.00010663334508055688,1,7.522261748647479e-05,3.6770118993295477e-06,H+ + H2S + phosphoserine <=> Phosphate + L-Cysteine,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn03883,0.40641962543589827,0.09384040989095854,0.003652943870397532,5,0.016179381015682507,0.0006298179086892296,NAD + D-Lyxitol <=> NADH + H+ + D-Lyxulose,['Carbohydrates'],['Sugar alcohols'],"['Ribitol,_Xylitol,_Arabitol,_Mannitol_and_Sorbitol_utilization']",['D-arabinitol 4-dehydrogenase (EC 1.1.1.11)']
rxn12404,0.40735520244476886,0.023895443295066997,0.001695260102359172,3,0.002471942409834517,0.0001753717347268109,D-Aspartate <=> D-Aspartate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00004,0.40756434400502206,0.05830059490402964,0.001961120898207141,1,0.0020103653415182634,6.762485855886692e-05,Parapyruvate <=> 2.0 Pyruvate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01193,0.40756434400502206,0.05830059490402964,0.001961120898207141,1,0.0020103653415182634,6.762485855886692e-05,O2 + Protocatechuate <=> H+ + 4-Carboxy-2-hydroxymuconate semialdehyde,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01761,0.41112010378906816,0.26367435259891836,0.01229975948689398,4,0.03636887622054046,0.0016965185499164112,L-Rhamnose <=> L-Rhamnulose,['Carbohydrates'],['Monosaccharides'],['L-rhamnose_utilization'],['L-rhamnose isomerase (EC 5.3.1.14)']
rxn00018,0.41201876502457757,0.008207400322777472,0.00020651881914681702,2,0.0005660276084674119,1.4242677182539104e-05,"H2O + CO2 + D-Ribulose 1,5-bisphosphate <=> 2.0 H+ + 2.0 3-Phosphoglycerate","['Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Experimental Subsystems', 'Experimental Subsystems', 'Nucleosides and Nucleotides']","['CO2 fixation', 'CO2 fixation', 'CO2 fixation', 'CO2 fixation', 'CO2 fixation', 'CO2 fixation', 'CO2 fixation', 'CO2 fixation', 'CO2 fixation', 'CO2 fixation', 'CO2 fixation', 'Tetrapyrroles', 'Tetrapyrroles', '-', '-', '-']","['CO2_uptake,_carboxysome', 'CO2_uptake,_carboxysome', 'CO2_uptake,_carboxysome', 'Calvin-Benson_cycle', 'Calvin-Benson_cycle', 'Calvin-Benson_cycle', 'Carboxysome', 'Carboxysome', 'Photorespiration_(oxidative_C2_cycle)', 'Photorespiration_(oxidative_C2_cycle)', 'Photorespiration_(oxidative_C2_cycle)', 'Chlorophyll_Biosynthesis', 'Chlorophyll_Biosynthesis', 'Carboxysome_FM_working_copy', 'Carboxysome_FM_working_copy', 'AMP_to_3-phosphoglycerate']","['Ribulose bisphosphate carboxylase (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)', 'Ribulose bisphosphate carboxylase (EC 4.1.1.39)']"
rxn18575,0.41250235241792027,0.06854558323136531,0.00158621839828998,10,0.023636408010815627,0.0005469718614793034,H2O + ATP + Sucrose --> ADP + Phosphate + H+ + Sucrose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn05612,0.41265228196697357,0.1420470067047179,0.013241386280449558,8,0.03918538115992218,0.00365279621529643,H+ + Melibiose <=> H+ + Melibiose,['Carbohydrates'],['Di- and oligosaccharides'],['Melibiose_Utilization'],"['Melibiose carrier protein, Na+/melibiose symporter']"
rxn02161,0.412841207243342,0.2226059769776197,0.01030082342510132,5,0.038380340858210286,0.0017760040388105725,ATP + L-Rhamnulose <=> ADP + H+ + L-Rhamnulose 1-phosphate,['Carbohydrates'],['Monosaccharides'],['L-rhamnose_utilization'],['Rhamnulokinase (EC 2.7.1.5)']
rxn10967,0.41347502213463105,0.04450441453159631,0.001554560445568088,7,0.01074244488693704,0.000375238728240573,L-Malate <=> L-Malate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00799,0.4139553838854232,0.03483999775075085,0.0025795281787819833,4,0.004805516931138048,0.00035579699017682526,L-Malate <=> H2O + Fumarate,"['Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems']","['Central carbohydrate metabolism', 'Central carbohydrate metabolism', 'Central carbohydrate metabolism', 'Central carbohydrate metabolism', 'Fumarate utilization', 'One-carbon Metabolism', 'One-carbon Metabolism', 'Folate and pterines', '-', '-', '-', '-', 'Central carbohydrate metabolism', 'Central carbohydrate metabolism', 'Central carbohydrate metabolism', 'Central carbohydrate metabolism', 'Plant-Prokaryote DOE project']","['TCA_Cycle', 'TCA_Cycle', 'TCA_Cycle', 'TCA_Cycle', 'CBSS-83333.1.peg.4037', 'Serine-glyoxylate_cycle', 'Serine-glyoxylate_cycle', 'YgfZ', 'CRnot_mitoch_clusters_Euk_1', 'Iron-sulfur_experimental', 'Iron-sulfur_experimental', 'YgfZ-Fe-S_clustering', 'Fumarate_respiration_and_methabolism', 'Fumarate_respiration_and_methabolism', 'Fumarate_respiration_and_methabolism', 'Fumarate_respiration_and_methabolism', 'YgfZ-Fe-S']","['Fumarate hydratase class I (EC 4.2.1.2)', 'Fumarate hydratase class I, aerobic (EC 4.2.1.2)', 'Fumarate hydratase class I, anaerobic (EC 4.2.1.2)', 'Fumarate hydratase class II (EC 4.2.1.2)', 'Fumarate hydratase class I, anaerobic (EC 4.2.1.2)', 'Fumarate hydratase class I, aerobic (EC 4.2.1.2)', 'Fumarate hydratase class I, anaerobic (EC 4.2.1.2)', 'Fumarate hydratase class I, aerobic (EC 4.2.1.2)', 'Fumarate hydratase class II (EC 4.2.1.2)', 'Fumarate hydratase class I, aerobic (EC 4.2.1.2)', 'Fumarate hydratase class I, anaerobic (EC 4.2.1.2)', 'Fumarate hydratase class I, aerobic (EC 4.2.1.2)', 'Fumarate hydratase class I (EC 4.2.1.2)', 'Fumarate hydratase class I, aerobic (EC 4.2.1.2)', 'Fumarate hydratase class I, anaerobic (EC 4.2.1.2)', 'Fumarate hydratase class II (EC 4.2.1.2)', 'Fumarate hydratase class I, aerobic (EC 4.2.1.2)']"
rxn18555,0.4145191062891327,0.06329015567443784,0.0014007057201665405,6,0.01309451496712507,0.0002898011834827325,H2O + ATP + Gentiobiose --> ADP + Phosphate + H+ + Gentiobiose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01122,0.41514055749178913,0.1304039586779495,0.002047739866859754,5,0.022483441151370603,0.00035305859773444035,D-Altronate --> H2O + 2-keto-3-deoxygluconate,"['Carbohydrates', 'Carbohydrates']","['Central carbohydrate metabolism', 'Monosaccharides']","['Entner-Doudoroff_Pathway', 'D-Galacturonate_Utilization']","['Altronate hydrolase (EC 4.2.1.7)', 'Altronate hydrolase (EC 4.2.1.7)']"
rxn00520,0.41523152537227087,0.026244665670141342,0.0013483993343977705,2,0.0018099769427683684,9.299305754467383e-05,CoA + Succinate + ITP <=> Phosphate + Succinyl-CoA + IDP,['Carbohydrates'],['Central carbohydrate metabolism'],['TCA_Cycle'],['Succinyl-CoA ligase [GDP-forming] beta chain (EC 6.2.1.4)']
rxn29063,0.41621156554067096,0.2382831250008164,0.012219307666867305,10,0.08216659482786771,0.004213554367885277,Phosphoenolpyruvate + beta-Cellobiose <=> Pyruvate + cellobiose 6-phoshate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn13648,0.41648756352410854,0.02327740668190193,0.0017986332483025602,4,0.003210676783710611,0.00024808734459345655,2.0 H+ + Nitrite + 3.0 Menaquinol 8 <=> 2.0 H2O + NH3 + 3.0 Menaquinone 8,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00394,0.41763142037891726,0.013207050777044108,0.0006515099051393729,3,0.0013662466321080111,6.739757639372823e-05,H2O + L-Arginine --> Ornithine + Urea,"['Amino Acids and Derivatives', 'Clustering-based subsystems', 'Experimental Subsystems']","['Arginine; urea cycle, polyamines', '-', '-']","['Arginine_and_Ornithine_Degradation', 'CBSS-261591.3.peg.3916', 'Ammonium_metabolism_H._pylori']","['Arginase (EC 3.5.3.1)', 'Arginase (EC 3.5.3.1)', 'Arginase (EC 3.5.3.1)']"
rxn10348,0.4177285060564324,0.014609596901541025,0.0007298084965704307,3,0.001511337610504244,7.549743067969972e-05,Amylose <=> Maltopentaose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn15594,0.4177285060564324,0.014609596901541025,0.0007298084965704307,3,0.001511337610504244,7.549743067969972e-05,Phosphate + Dextrin --> Glucose-1-phosphate + Amylose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn09348,0.4180083009940449,0.04518323904005354,0.004166010561125261,3,0.004674128176557262,0.0004309666097715788,H2O + UDP-galactose <=> 2.0 H+ + UMP + D-Galactose 1-phosphate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00917,0.41814897450275723,0.14379868473420504,0.031262835885510744,15,0.07437863003493364,0.01617043235457452,H2O + ATP + L-Glutamine + XMP --> PPi + AMP + L-Glutamate + 3.0 H+ + GMP,"['Nucleosides and Nucleotides', 'Virulence']","['Purines', 'Pathogenicity islands']","['Purine_conversions', 'Staphylococcal_pathogenicity_islands_SaPI']","['GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)', 'GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)']"
rxn30004,0.4186217948717948,0.010907628762501405,0.0003600462230197317,2,0.0007522502594828555,2.4830774001360804e-05,H2O + H+ + Deoxyadenosine --> Deoxyinosine + NH4+,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn12441,0.419393660501952,0.022684026240589645,0.0011875395141774628,6,0.004693246808397858,0.00024569783051947504,D-Mucic acid <=> D-Mucic acid,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn02889,0.4200797390358826,0.02034761235955056,0.0005255738975461263,1,0.0007016418055017435,1.8123237846418148e-05,ATP + H2CO3 + Dimethylacryloyl-CoA <=> ADP + Phosphate + H+ + 3-Methylglutaconyl-CoA,"['Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Carbohydrates', 'Carbohydrates']","['Branched-chain amino acids', 'Branched-chain amino acids', 'Branched-chain amino acids', 'Branched-chain amino acids', 'Branched-chain amino acids', 'Branched-chain amino acids', 'Branched-chain amino acids', 'Branched-chain amino acids', 'One-carbon Metabolism', 'One-carbon Metabolism']","['Branched_chain_amino_acid_degradation_regulons', 'Branched_chain_amino_acid_degradation_regulons', 'HMG_CoA_Synthesis', 'HMG_CoA_Synthesis', 'HMG_CoA_Synthesis', 'Leucine_Degradation_and_HMG-CoA_Metabolism', 'Leucine_Degradation_and_HMG-CoA_Metabolism', 'Leucine_Degradation_and_HMG-CoA_Metabolism', 'Serine-glyoxylate_cycle', 'Serine-glyoxylate_cycle']","['Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)', 'Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)', 'Biotin carboxylase of methylcrotonyl-CoA carboxylase (EC 6.3.4.14)', 'Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)', 'Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)', 'Biotin carboxylase of methylcrotonyl-CoA carboxylase (EC 6.3.4.14)', 'Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)', 'Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)', 'Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)', 'Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)']"
rxn13251,0.4217659137577001,0.03295046201232032,0.0022952430960373714,1,0.0011362228280110455,7.914631365646108e-05,Fumarate + S-Dihydroorotate <=> Succinate + Orotate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn29080,0.4226181783448692,0.06747497231749784,0.016603858134736717,19,0.04420774048387789,0.010878389812413711,H+ + beta D-Galactose <=> H+ + beta D-Galactose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn10155,0.42314378585065887,0.04683234830197944,0.0008515875431290335,11,0.017763994183509442,0.00032301596463515063,L-Aspartate + 3.0 H+ <=> L-Aspartate + 3.0 H+,"['Carbohydrates', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems']","['Fumarate utilization', '-', '-', 'Central carbohydrate metabolism', 'Central carbohydrate metabolism']","['CBSS-83333.1.peg.4037', 'Transporters_In_Models', 'Transporters_In_Models', 'Fumarate_respiration_and_methabolism', 'Fumarate_respiration_and_methabolism']","['C4-dicarboxylate transporter DcuB', 'C4-dicarboxylate transporter DcuA', 'C4-dicarboxylate transporter DcuB', 'C4-dicarboxylate transporter DcuA', 'C4-dicarboxylate transporter DcuB']"
rxn21111,0.423184164694647,0.22828987360311928,0.013968795796047767,12,0.09446477528404937,0.005780191363881834,H2O + Gentiobiose --> 2.0 beta-D-Glucose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
